"Date,Time,Msecs,RLT11 Kühler-Ventil Istwert,RLT11 Kühler-Ventil Sollwert,RLT11 Abluftdruck,RLT11 Ablufttemperaturfühler,RLT11 AB-Ventilator FU Istwert,RLT11 Aussentemperaturfühler,RLT11 Fortlufttemperaturfühler,RLT11 Vorerhitzer-Ventil Istwert,RLT11 Vorerhitzer-Ventil Sollwert,RLT11 VE Rücklauftemperaturfühler,Sollwert VE Rücklauftemperaturfühler,RLT11 WRG-Klappe,RLT11 Zuluftdruck,RLT11 Zulufttemperaturfühler,Sollwert Zulufttemperaturfühler,RLT11 ZU-Ventilator FU Istwert"
"09.03.2021,14:03:53,293, , , , , ,7.48, , , , , , , , , , "
"09.03.2021,14:05:53,279, , , , , , , , , ,30.18, , , , , , "
"09.03.2021,14:07:53,216, , ,92.22, , ,7.75, , , , , , , , , , "
"09.03.2021,14:09:53,227, , , , , ,6.87, , , , , , , , , , "
"09.03.2021,14:11:53,211, , , , , ,7.45, , , , , , , , , , "
"09.03.2021,14:13:53,213, , ,97.28, , ,7.16, , , , , , , , , , "
"09.03.2021,14:15:53,259, , , , , ,6.90, , , ,29.98, , , ,23.48, , "
"09.03.2021,14:19:53,265, , , , , ,6.69,17.04, , , , , , , , , "
"09.03.2021,14:21:53,277, , , , , ,7.17, , , , , , , , , , "
"09.03.2021,14:23:53,248, , , , , ,7.62, , , ,30.19, , , , , , "
"09.03.2021,14:29:53,222, , , , , ,7.15, ,83.59, , , , , , , , "
"09.03.2021,14:31:53,291, , ,92.28, , , , , , ,30.44, , , , , , "
"09.03.2021,14:33:53,254, , , , , ,7.57, , , , , , , , , , "
"09.03.2021,14:41:53,250, , , , , ,7.80, , , ,30.70, , , , , , "
"09.03.2021,14:45:53,215, , , , , ,8.03, , , , , , , , , , "
"09.03.2021,14:47:53,217, , , , , ,7.61, , , , , , , , , , "
"09.03.2021,14:51:53,275, , ,97.48, , , , , , , , , , , , , "
"09.03.2021,14:53:53,235, , , , , ,7.87, , , , , , , , , , "
"09.03.2021,14:55:53,203, , , , , , , , , , , , , ,23.74, , "
"09.03.2021,14:57:53,246, , ,92.42, , , , , , ,30.91, , , , , , "
"09.03.2021,14:59:53,211, , ,70.02, ,64.48,7.50, , , , , , ,59.81, , ,54.90"
"09.03.2021,15:01:53,234, , ,2.43, ,0.02,8.00, ,5.17,0.00,33.74,50.00, ,2.99, , ,0.02"
"09.03.2021,15:03:53,265, , , , , ,8.51, , , , , , , , , , "
"09.03.2021,15:05:53,205, , , ,22.59, ,9.09, , , ,33.22, , , , , , "
"09.03.2021,15:07:53,259, , , , , ,9.41, , , ,32.83, , , , , , "
"09.03.2021,15:09:53,261, , , ,22.38, ,9.67, , , ,32.53, , , ,23.48, , "
"09.03.2021,15:11:53,229, , , , , ,9.88, , , ,32.25, , , , , , "
"09.03.2021,15:13:53,271, , , , , ,10.11, , , , , , , , , , "
"09.03.2021,15:15:53,221, , , ,22.12, , , , , ,31.83, , , ,23.22, , "
"09.03.2021,15:17:53,267, , , , , ,10.44, , , ,31.60, , , , , , "
"09.03.2021,15:21:53,228, , , , , ,10.65, , , ,31.28, , , ,22.96, , "
"09.03.2021,15:23:53,266, , , ,21.87, , , , , , , , , , , , "
"09.03.2021,15:25:53,212, , , , , ,10.88, , , ,30.95, , , , , , "
"09.03.2021,15:27:53,233, , , , , , , , , , , , , ,22.70, , "
"09.03.2021,15:29:53,283, , , , , , , , , ,30.58, , , , , , "
"09.03.2021,15:31:53,207, , , ,21.61, , , , , , , , , , , , "
"09.03.2021,15:33:53,296, , , , , ,11.14, , , ,30.31, , , ,22.45, , "
"09.03.2021,15:37:53,217, , , , , , , , , ,29.99, , , , , , "
"09.03.2021,15:41:53,213, , , ,21.35, , , , , ,29.67, , , ,22.18, , "
"09.03.2021,15:43:53,301, , , , , , , , , ,29.47, , , , , , "
"09.03.2021,15:47:53,266, , , , , , , , , , , , , ,21.93, , "
"09.03.2021,15:49:53,298, , , , , , , , , ,29.15, , , , , , "
"09.03.2021,15:51:53,275, , , ,21.09, , , , , , , , , , , , "
"09.03.2021,15:53:53,206, , , , , , , , , ,28.89, , , , , , "
"09.03.2021,15:55:53,278, , , , , , , , , , , , , ,21.67, , "
"09.03.2021,15:57:53,254, , , , , , , , , ,28.63, , , , , , "
"09.03.2021,16:01:53,269, , , , , , , , , ,28.37, , , , , , "
"09.03.2021,16:03:53,231, , , ,20.84, , , , , , , , , , , , "
"09.03.2021,16:05:53,281, , , , , , , , , ,28.12, , , ,21.42, , "
"09.03.2021,16:09:53,244, , , , , , , , , ,27.87, , , , , , "
"09.03.2021,16:13:53,218, , , , , , , , , ,27.67, , , , , , "
"09.03.2021,16:15:53,243, , , ,20.62, ,11.40, , , , , , , ,21.16, , "
"09.03.2021,16:17:53,201, , , , , , , , , ,27.41, , , , , , "
"09.03.2021,16:23:53,244, , , , , , , , , ,27.08, , , , , , "
"09.03.2021,16:25:53,247, , , , , , , , , , , , , ,20.90, , "
"09.03.2021,16:27:53,268, , , ,20.39, , , , , , , , , , , , "
"09.03.2021,16:29:53,280, , , , , , , , , ,26.76, , , , , , "
"09.03.2021,16:35:53,300, , , , , , , , , ,26.50, , , , , , "
"09.03.2021,16:39:53,279, , , , , , , , , ,26.30, , , ,20.64, , "
"09.03.2021,16:43:53,247, , , , , ,11.65, , , ,26.05, , , , , , "
"09.03.2021,16:49:53,218, , , , , , , , , ,25.80, , , , , , "
"09.03.2021,16:53:53,251, , , , , , , , , , , , , ,20.39, , "
"09.03.2021,16:55:53,264, , , ,20.14, , , , , ,25.54, , , , , , "
"09.03.2021,17:01:53,266, , , , , , , , , ,25.28, , , , , , "
"09.03.2021,17:07:53,216, , , , , , , , , ,25.03, , , , , , "
"09.03.2021,17:11:53,220, , , , , , , , , , , , , ,20.18, , "
"09.03.2021,17:13:53,240, , , , , , , , , ,24.83, , , , , , "
"09.03.2021,17:19:53,282, , , , , , , , , ,24.57, , , , , , "
"09.03.2021,17:27:53,207, , , , , , , , , ,24.31, , , , , , "
"09.03.2021,17:29:53,287, , , ,19.94, , , , , , , , , , , , "
"09.03.2021,17:31:53,266, , , , , , , , , , , , , ,19.96, , "
"09.03.2021,17:33:53,220, , , , , , , , , ,24.11, , , , , , "
"09.03.2021,17:39:53,253, , , , , , , , , ,23.90, , , , , , "
"09.03.2021,17:47:53,280, , , , , , , , , ,23.67, , , , , , "
"09.03.2021,17:51:53,243, , , , , ,11.91, , , , , , , , , , "
"09.03.2021,17:55:53,228, , , , , , , , , ,23.41, , , , , , "
"09.03.2021,18:01:53,255, , , , , , , , , , , , , ,19.75, , "
"09.03.2021,18:03:53,200, , , , , , ,16.79, , ,23.15, , , , , , "
"09.03.2021,18:05:53,294, , , , , ,12.17, , , , , , , , , , "
"09.03.2021,18:13:53,287, , , , , ,12.38, , , ,22.90, , , , , , "
"09.03.2021,18:23:53,290, , , , , , , , , ,22.64, , , , , , "
"09.03.2021,18:29:53,271, , , , , ,12.62, , , , , , , , , , "
"09.03.2021,18:33:53,260, , , , , , , , , ,22.39, , , , , , "
"09.03.2021,18:45:53,273, , , , , , , , , ,22.12, , , , , , "
"09.03.2021,18:55:53,206, , , , , , ,17.02, , , , , , , , , "
"09.03.2021,18:57:53,292, , , , , , , , , ,21.92, , , , , , "
"09.03.2021,19:09:53,299, , , , , ,12.83, , , ,21.67, , , , , , "
"09.03.2021,19:19:53,214, , , , , , , , , , , , , ,19.54, , "
"09.03.2021,19:23:53,286, , , , , , , , , ,21.42, , , , , , "
"09.03.2021,19:39:53,288, , , , , , , , , ,21.16, , , , , , "
"09.03.2021,19:49:53,244, , , , , , ,17.24, , , , , , , , , "
"09.03.2021,19:53:53,244, , , , , , , , , , , , , , ,23.83, "
"09.03.2021,19:59:53,236, , , , , , , , , ,20.90, , , , , , "
"09.03.2021,20:19:53,234, , , , , , , , , ,20.64, , , , , , "
"09.03.2021,20:25:53,217, , , , , ,13.06, , , , , , , , , , "
"09.03.2021,20:33:53,244, , , ,20.15, , , , , , , , , , , , "
"09.03.2021,20:43:53,258, , , , , , , , , ,20.39, , , , , , "
"09.03.2021,21:11:53,205, , , , , , , , , ,20.17, , , , , , "
"09.03.2021,21:37:53,283, , , , , , , , , ,19.94, , , ,19.29, , "
"09.03.2021,22:17:53,234, , , , , , , , , ,19.69, , , , , , "
"09.03.2021,22:19:53,202, , , ,19.94, , , , , , , , , , , , "
"09.03.2021,22:55:54,349, , , , , , , , , ,19.49, , , , , , "
"09.03.2021,23:37:54,336, , , , , ,13.29, , , , , , , , , , "
"09.03.2021,23:57:54,354, , , , , , , , , ,19.28, , , , , , "
"10.03.2021,00:44:56,401,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
"10.03.2021,00:46:56,434,0.34,0.00,2.43,19.74,0.02,13.34,17.37,0.39,0.00,19.10,50.00,0.02,2.93,19.17,23.83,0.02"
"10.03.2021,02:28:56,416, , , , , , , , , ,18.90, , , , , , "
"10.03.2021,04:42:56,442, , , ,19.50, , , , , , , , , , , , "
"10.03.2021,05:02:56,368, , , , , , , , , ,18.66, , , , , , "
"10.03.2021,06:12:56,431, , , , , ,13.13, , , , , , , , , , "
"10.03.2021,06:32:56,366, , , , , ,12.90,17.16, , , , , , , , , "
"10.03.2021,06:48:56,432, , , , , ,12.68, , , , , , , , , , "
"10.03.2021,07:08:56,425, , , , , , ,16.92, , , , , , , , , "
"10.03.2021,07:26:56,421, , , , , ,12.42, , , , , , , , , , "
"10.03.2021,07:50:56,394, , , , , , ,16.71, , , , , , , , , "
"10.03.2021,07:54:56,376, , , , , ,12.16, , , , , , , , , , "
"10.03.2021,08:00:56,400, , , , , ,11.93, , , , , , , , , , "
"10.03.2021,08:10:56,425, , , ,19.30, , , , , , , , , , , , "
"10.03.2021,08:24:56,422, , , , , , ,16.47, , , , , , , , , "
"10.03.2021,08:54:56,455, , , , , ,12.18, , , , , , , , , , "
"10.03.2021,09:00:56,456, , , , , ,12.42, , , , , , , , , , "
"10.03.2021,09:28:56,388, , , , , ,12.16, , , , , , , , , , "
"10.03.2021,10:00:56,358, , , , , ,11.91, , , , , , , , , , "
"10.03.2021,10:02:56,429, , ,13.66,19.78,39.86,7.88,16.77, , ,18.98,20.00, ,27.67,18.70, ,39.83"
"10.03.2021,10:04:56,418, , , ,20.48, ,5.22,15.79,13.56,15.43,18.40, , , ,18.07,23.63, "
"10.03.2021,10:06:56,431, , , ,20.87, ,4.41,15.24,31.72,33.41, , , , ,17.78, , "
"10.03.2021,10:08:56,424, , , ,21.16, ,4.15,14.92,49.18,50.48,20.46, , , , , , "
"10.03.2021,10:10:56,390, , ,20.92, , , , ,64.25,64.80,23.26, , , ,18.59, , "
"10.03.2021,10:12:56,413, , ,33.76,21.61,51.69, , ,76.03,76.03,25.87, , , ,19.55, , "
"10.03.2021,10:14:56,438, , ,46.44, ,56.91, ,15.44,84.37,83.86,27.87, , ,33.30,20.63, , "
"10.03.2021,10:16:56,387, , ,54.90,21.93, ,3.83, ,90.26,89.57,28.75, , ,42.87,21.42, ,48.86"
"10.03.2021,10:18:56,439, , ,68.03, ,64.78, , ,95.29, ,29.09, , ,51.94,21.81, , "
"10.03.2021,10:20:56,441, , , ,22.19, , , , ,99.00,30.06, , ,57.94,22.06, ,55.63"
"10.03.2021,10:22:56,370, , ,78.45, , , , , , ,32.02, , ,64.19,22.62, , "
"10.03.2021,10:24:56,410, , ,84.65, ,70.76, , , , , , , , ,22.90, , "
"10.03.2021,10:26:56,690, , , , , , ,15.18, , , , , ,72.44, , ,61.65"
"10.03.2021,10:28:56,416, , , ,22.45, , , , , , , , , , , , "
"10.03.2021,10:32:56,420, , , , , , , , , , , , ,79.58, , , "
"10.03.2021,10:34:56,389, , ,94.22, , , , , , , , , , , , , "
"10.03.2021,10:38:56,411, , , , , , , , , ,32.25, , , , , , "
"10.03.2021,10:40:56,411, , , , , ,4.09, , , , , , , , , , "
"10.03.2021,10:42:56,432, , , , , , , , , , , , ,85.47, , , "
"10.03.2021,10:54:56,456, , , , , ,4.41, , , , , , , , , ,66.65"
"10.03.2021,11:00:56,374, , ,99.34, , , , , , , , , , ,23.11, , "
"10.03.2021,11:08:56,374, , , , , ,4.67, , , , , , , , , , "
"10.03.2021,11:12:56,408, , ,93.42, , , , , , , , , , , , , "
"10.03.2021,11:14:56,453, , , , ,75.81, , , , , , , , , , , "
"10.03.2021,11:16:56,451, , , , , , , , , ,31.99, , , , , , "
"10.03.2021,11:18:56,418, , , , , , ,15.38, , , , , , , , , "
"10.03.2021,11:32:56,365, , , , , , , , , ,31.77, , , , , , "
"10.03.2021,11:44:56,386, , , , , , ,15.63, , , , , , , , , "
"10.03.2021,11:48:56,426, , ,98.73, , , , , , , , , , , , , "
"10.03.2021,11:52:56,366, , ,91.42, , ,4.99, , , , , , , , , , "
"10.03.2021,12:00:56,394, , , , , , , , , ,31.99, , , ,23.35, , "
"10.03.2021,12:08:56,392, , ,96.82, , , , , , , , , , , , , "
"10.03.2021,12:12:56,436, , , ,22.70, , ,15.89, , , , , , , , , "
"10.03.2021,12:24:56,420, , , , , ,5.23, , , , , , , , , , "
"10.03.2021,12:28:56,447, , , , , , , , , ,31.73, , , , , , "
"10.03.2021,12:34:56,376, , , , , ,5.44, , , , , , , , , , "
"10.03.2021,12:36:56,371, , , , , , , , , ,31.47, , , , , , "
"10.03.2021,12:38:56,358, , , , , , ,16.15, , , , , , , , , "
